🕘️更新时间,#genre#
北京IPTV4K,http://39.134.135.80/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?zoneoffset=480&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=~~V2.0~e2qS8h6u-xp3gd50vNr1sw~Q8NsqL2Ii48SUgC4QMl6hh6MtnXuZ2CwNhT-dTFoMLL2G3Q2BYmATYXRv1nKmDi5C1jJAt50zoNF4cIM-01_7rCa0ZemjVk37nsYr4Zr0bk~ExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240802122114%2C162944%2C119.123.69.186%2C20240802122114%2C10000100000000050000000003887500%2C162944%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007266388_0%2CEND&GuardEncType=2&RTS=1729247386&from=6&ocs=2_39.135.238.65_80&popid=6&hms_devid=3771&prioritypopid=6&vqe=31%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007266388_0%2CEND&GuardEncType=2&RTS=1729247386&from=6&ocs=2_39.135.238.65_80&popid=6&hms_devid=3771&prioritypopid=6&vqe=3
北京IPTV4K,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~e2qS8h6u-xp3gd50vNr1sw~_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPPFD3HVWEytEVyliOxehfe%2CEND
北京IPTV4K,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?
北京IPTV4K,http://[2409:8087:8:21::04]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?
北京IPTV4K,http://[2409:8087:8:21::04]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~e2qS8h6u-xp3gd50vNr1sw~_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPPFD3HVWEytEVyliOxehfe%2CEND
北京IPTV4K,http://home.kuaidi521.com:35455/bptv/3221226550.m3u8
北京卫视4K,http://43.251.226.89:8080/play/428.m3u8
北京卫视4K,https://www.shqsy.com/zgst.php?id=btv4k
北京卫视4K,http://124.116.170.138:8081/rtp/239.111.205.51:5140?$3840x2160
北京卫视4K,https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s110/index.m3u8?time=1759585819&sign=08927665bd99bb1f73d2e1600101236f
北京卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.91:5140
北京卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.92:5140
北京卫视4K,http://220.169.109.72:802/udp/239.76.253.246:9000
北京卫视4K,http://49.235.65.250:600/beijing/beijing.php?id=bjws4k
北京卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.51:5140
北京卫视4K,http://118.251.96.145:8888/rtp/239.76.253.246:9000
北京卫视4K,http://ikuai.haleeyo.cn:9003/udp/239.77.0.2:5146
北京卫视4K,http://43.251.226.89:8080/play/918.m3u8
北京卫视4K,https://migu.188766.xyz/?migutoken=3ac720f26f41d36272731359abf8284f&id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86&type=yy
北京卫视4K,http://139.ye23.vip/dl/btv2502.php?id=bjws4
北京卫视4K,http://101.35.240.114:88/live.php?id=北京卫视
北京卫视4K,http://106.53.99.30/tv/api.php?id=bjws4k
北京卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001500/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12#https://shyd.695847.xyz/cms001/ch00000090990000001510/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
北京卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001510/index.m3u8?IAS
北京卫视4K,http://sakura.dynv6.net:64785/rtp/239.109.205.5:9144
北京卫视4K,http://ddns.xryo.cn:8888/rtp/239.109.205.5:9144
华数爱上4K,http://106.86.155.81:20001/rtp/235.254.198.102:7980
华数爱上4K,http://114.241.254.251:4022/rtp/239.3.1.236:2000
华数爱上4K,http://ddns.xryo.cn:8888/udp/239.112.205.186:5140
华数爱上4K,http://sakura.dynv6.net:64785/rtp/239.109.205.53:8360
华数爱上4K,http://ddns.xryo.cn:8888/rtp/239.109.205.53:8360
南国都市4K,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
四川卫视4K,http://112.27.235.94:8000/hls/35/index.m3u8
四川卫视4K,http://yulang132.cn:58888/udp/239.94.0.115:5140$四川电信3
四川卫视4K,http://124.116.170.138:8081/rtp/239.111.205.62:5140?$3840x2160
四川卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.62:5140
四川卫视4K,http://vl15191373.imwork.net:8880/udp/239.94.0.115:5140$四川电信2
四川卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001690/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
四川卫视4K,http://marswjf.coralangel.com:7088/udp/239.94.0.115:5140$四川电信1
四川卫视4K,http://sakura.dynv6.net:64785/rtp/239.110.205.90:7916
四川卫视4K,http://sakura.dynv6.net:64785/rtp/239.111.205.62:5140
四川卫视4K,http://ddns.xryo.cn:8888/rtp/239.110.205.90:7916
四川卫视4K,http://ddns.xryo.cn:8888/rtp/239.111.205.62:5140
山东卫视4K,https://www.shqsy.com/zgst.php?id=sd4k
山东卫视4K,http://124.116.170.138:8081/rtp/239.111.205.66:5140?$3840x2160
山东卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.66:5140
山东卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001582/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
山东卫视4K,http://sakura.dynv6.net:64785/rtp/239.110.205.6:9770
山东卫视4K,http://ddns.xryo.cn:8888/rtp/239.110.205.6:9770
峨眉电影4K,http://60.255.72.119:4022//udp/239.132.1.87:5000
广东卫视4K,https://www.shqsy.com/zgst.php?id=gd4k
广东卫视4K,http://124.116.170.138:8081/rtp/239.111.205.103:5140?$3840x2160
广东卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.94:5140
广东卫视4K,http://106.53.99.30/tv/api.php?id=gdws
广东卫视4K,http://106.53.99.30/tv/api.php?id=gdws4k
广东卫视4K,http://58.253.171.138:8188/udp/239.0.1.169:6030
广东卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.103:5140
广东卫视4K,http://118.251.96.145:8888/rtp/239.76.254.139:9000
广东卫视4K,http://ikuai.haleeyo.cn:9003/udp/239.77.0.27:5146
广东卫视4K,http://101.35.240.114:88/live.php?id=广东卫视4K
广东卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001540/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12#https://shyd.695847.xyz/cms001/ch00000090990000001550/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
广东卫视4K,http://sakura.dynv6.net:64785/rtp/239.110.205.36:9850
广东卫视4K,http://ddns.xryo.cn:8888/rtp/239.110.205.36:9850
欢笑剧场4K,https://shyd.695847.xyz/cms001/ch00000090990000001490/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
江苏卫视4K,http://43.251.226.89:8080/play/422.m3u8
江苏卫视4K,http://43.251.226.89:8080/play/423.m3u8
江苏卫视4K,http://43.251.226.89:8080/play/924.m3u8
江苏卫视4K,https://www.shqsy.com/zgst.php?id=js4k
江苏卫视4K,http://yulang132.cn:58888/udp/239.94.0.117:5140$四川电信3
江苏卫视4K,http://124.116.170.138:8081/rtp/239.111.205.64:5140?$3840x2160
江苏卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.64:5140
江苏卫视4K,http://vl15191373.imwork.net:8880/udp/239.94.0.117:5140$四川电信2
江苏卫视4K,http://43.251.226.89:8080/play/925.m3u8
江苏卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001700/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
江苏卫视4K,http://marswjf.coralangel.com:7088/udp/239.94.0.117:5140$四川电信1
江苏卫视4K,http://sakura.dynv6.net:64785/rtp/239.109.205.97:8712
江苏卫视4K,http://ddns.xryo.cn:8888/rtp/239.109.205.97:8712
浙江卫视4K,http://43.251.226.89:8080/play/922.m3u8
浙江卫视4K,https://www.shqsy.com/zgst.php?id=zj4k
浙江卫视4K,http://yulang132.cn:58888/udp/239.94.0.118:5140$四川电信3
浙江卫视4K,http://124.116.170.138:8081/rtp/239.111.205.65:5140?$3840x2160
浙江卫视4K,https://play-qukan.cztv.com/live/1758879019692345.m3u8
浙江卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.65:5140
浙江卫视4K,http://vl15191373.imwork.net:8880/udp/239.94.0.118:5140$四川电信2
浙江卫视4K,http://ali-xwl.cztv.com/live/channel4k2160p.m3u8
浙江卫视4K,https://bd-xwl.cztv.com/live/channel4k2160p.m3u8
浙江卫视4K,http://play-qukan.cztv.com/live/1758879019692345.m3u8
浙江卫视4K,http://43.251.226.89:8080/play/923.m3u8
浙江卫视4K,http://marswjf.coralangel.com:7088/udp/239.94.0.118:5140$四川电信1
深圳卫视4K,http://43.251.226.89:8080/play/919.m3u8
深圳卫视4K,https://www.shqsy.com/zgst.php?id=sz4k
深圳卫视4K,http://124.116.170.138:8081/rtp/239.111.205.104:5140?$3840x2160
深圳卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.93:5140
深圳卫视4K,http://ikuai.haleeyo.cn:9003/udp/239.77.1.14:5146
深圳卫视4K,http://go.bkpcp.top/mg/szws
深圳卫视4K,http://j.s.bkpcp.top/jj/szws
深圳卫视4K,https://cdn3.163189.xyz/163189/szws4k
深圳卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.104:5140
深圳卫视4K,http://118.251.96.145:8888/rtp/239.76.254.137:9000
深圳卫视4K,https://livepull-tcms.sztv.com.cn:443/live/sz4Kpgm.m3u8
深圳卫视4K,http://8.138.7.223/tv/gd.php?id=0201
深圳卫视4K,http://27.184.29.189:4022/rtp/239.254.201.68:6000
深圳卫视4K,https://migu.188766.xyz/?migutoken=3bae788154c7d87df414325e3fe6383c&id=%E6%B7%B1%E5%9C%B3%E5%8D%AB%E8%A7%86&pp=1
深圳卫视4K,http://nn.7x9d.cn/深圳最新.php?id=szws4k
深圳卫视4K,http://101.35.240.114:88/live.php?id=深圳卫视
深圳卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001521/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12#https://shyd.695847.xyz/cms001/ch00000090990000001560/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
深圳卫视4K,http://sakura.dynv6.net:64785/rtp/239.109.205.195:9642
深圳卫视4K,http://ddns.xryo.cn:8888/rtp/239.109.205.195:9642
湖南卫视4K,http://61.163.181.78:85/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视4K,http://43.251.226.89:8080/play/920.m3u8
湖南卫视4K,https://www.shqsy.com/zgst.php?id=hn4k
湖南卫视4K,http://yulang132.cn:58888/udp/239.94.0.116:5140$四川电信3
湖南卫视4K,http://124.116.170.138:8081/rtp/239.111.205.63:5140?$3840x2160
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.63:5140
湖南卫视4K,http://vl15191373.imwork.net:8880/udp/239.94.0.116:5140$四川电信2
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视4K,http://43.251.226.89:8080/play/921.m3u8
湖南卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001710/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
湖南卫视4K,http://marswjf.coralangel.com:7088/udp/239.94.0.116:5140$四川电信1
翡翠台4K,http://o12.veryfast.filegear-sg.me/hls/fct4k/playlist.m3u8
翡翠台4K,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
翡翠台4K,https://cdn6.163189.xyz/163189/fct4k
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
苏州4K,http://106.53.99.30/tv/api.php?id=sztv4k
苏州4K,http://43.251.226.89:8080/play/927.m3u8
苏州4K,http://liveshowbak2.kan0512.com/norecord/csztv4k_4k.m3u8

央视频道,#genre#
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=2026012922514352a00dd3951e4036ac27166d14e716f9&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260129225143&Channel_ID=0116_2600001300-99000-201600010013739&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=153.37.156.149&SecurityKey=20260129225143&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3da6b2294d010005ed50381159be4d2b
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=20260128173035400df1ae54fc4e99837c730e17d9c8c5&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260128173035&Channel_ID=0116_2600001300-99000-201600010013575&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=123.188.239.83&SecurityKey=20260128173035&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=17d9fc40beff6c7994b23edd363e2291
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=20260129040203599d0677da784b71acf58c46a009114d&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260129040203&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=218.28.233.106&SecurityKey=20260129040203&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=a2df49393dd5ce786d1d950ed6a10bc6
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=20260128224232f6f1b9ad06f342968ac3e590f488079e&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260128224232&Channel_ID=0116_2600001300-99000-201600010013608&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=113.194.203.98&SecurityKey=20260128224232&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=fd5bc54918978d48a02f342acd1c7e38
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=20260128080203c745aa3dad394ac8af35542b625c5893&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260128080203&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=218.28.233.106&SecurityKey=20260128080203&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=19b0976cf69417d208b4f5cc02db2cc2
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=202601272233196d542727ede140c88077fc1af684d4b3&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260127223319&Channel_ID=0116_2600001300-99000-201600010013474&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=116.179.48.209&SecurityKey=20260127223319&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=e93c5b6a58484748b592accd976fe9e6
CCTV1,http://101.43.145.141:12002/migu/608807420.m3u8?migutoken=7594047e85530de86e5c89e057eb75121d90648c33cd394e0246f75e0e0866a2e6db333d386ff8398ecbef533c403a869fec56017728fb5fe03990dc5b749e39ab42d75bae00cc28b90f0ecf
CCTV1,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-1-AVS-4K264
CCTV1,http://43.251.226.89:8080/play/1.m3u8
CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=202601300002046c6edf3c9853486aa4a16dd66c96c64b&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260130000204&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=218.28.233.106&SecurityKey=20260130000204&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=56695b1d2498bde20da4155acea7b3f2
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
CCTV1,http://120.238.94.10:9901/tsfile/live/1018_1.m3u8
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8
CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8
CCTV1,http://61.140.126.120:10000/udp/239.77.0.86:5146
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://115.171.216.58:4000/rtp/225.1.8.53:8060
CCTV1,http://27.184.64.66:58888/rtp/239.254.200.45:8008
CCTV1,http://115.171.216.58:4000/rtp/225.1.8.126:8002
CCTV1,http://117.86.51.21:8888/rtp/239.49.8.19:9614
CCTV1,http://58.46.31.212:8188/udp/239.76.253.151:9000
CCTV1,http://117.86.51.74:8888/rtp/239.49.8.19:9614
CCTV1,http://113.25.252.226:9901/tsfile/live/0001_1.m3u8
CCTV1,http://106.86.155.27:20001/rtp/235.254.198.51:1480
CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv1
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://zqh2333.top:2222/rtp/239.93.24.184:5140
CCTV1,https://migu.188766.xyz/?migutoken=65df43ffafb97c11984cbc6a218d083f&id=CCTV1&type=yy
CCTV1,http://121.226.125.17:7777/udp/239.49.8.19:9614
CCTV1,http://dsl1.oni2023.uk:8888/udp/239.77.0.129:5146
CCTV1,http://dsl1.oni2023.uk:8888/udp/239.77.0.241:5146
CCTV1,http://dsl1.oni2023.uk:8888/udp/239.77.0.86:5146
CCTV1,http://dsl1.oni2023.uk:8888/udp/239.77.1.17:5146
CCTV1,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226431/1.m3u8?
CCTV1,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV1,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225723/1.m3u8
CCTV1,http://112.46.105.20:8009/hls/501/index.m3u8
CCTV1,http://hczn.x3322.net:9902/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=2026012806391171bce7572a464d68bfc1202013e147f3&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260128063911&Channel_ID=0116_2600001300-99000-201600010013502&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=221.204.40.80&SecurityKey=20260128063911&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3b4be5273ea7f10deef3d114e96f2edf
CCTV1,https://live.sxrtv.com/iptv/cctv1.flv
CCTV1,http://106.53.99.30/tv/20250717.php?id=0001
CCTV1,http://101.43.145.141:12002/itv/5000000004000002226.m3u8?cdn=bestzb
CCTV1,http://iptv.4666888.xyz/iptv2A.php?id=7
CCTV1,http://222.214.208.34:59901/tsfile/live/0001_1.m3u8
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8
CCTV1,http://119.32.12.32:2901/udp/224.1.100.90:11111
